userName,content,score,at,app_name
Pengguna Google,mantap jiwa lah pokoknya recommended,5,2019-02-04 14:20:39,nujek
Pengguna Google,mntap,5,2019-02-02 12:45:34,nujek
Pengguna Google,"GPS tdk persisi, semoga bs seperti gojek dan grab real GPS. login ko sll internet aktif pdhl sdh aktif",4,2019-02-01 15:40:04,nujek
Pengguna Google,Sms verifikasi tidak masuk,1,2019-01-31 07:23:42,nujek
Pengguna Google,murah dr yg lain😂,5,2019-01-27 06:04:20,nujek
Pengguna Google,baik,5,2019-01-25 13:21:44,nujek
Pengguna Google,susah buat login,3,2019-01-23 11:16:28,nujek
Pengguna Google,kok akun saya gak bisa diaktifasi,3,2019-01-21 11:12:38,nujek
Pengguna Google,👍👍👍,5,2019-01-21 04:45:58,nujek
Pengguna Google,mantap sangat membantu... 👍 admin tolong di perbaiki lagi server nya... soalnya apk nujek saya tidak bisa di gunakan. 🙏,5,2019-01-21 03:57:54,nujek
Pengguna Google,bagus,5,2019-01-21 01:20:54,nujek
Pengguna Google,mantappp maju terus nu,5,2019-01-19 13:24:20,nujek
Pengguna Google,semoga bisa bersaing dg ojol yg lain. yuk donlot tuk jadi driver di kota mu,5,2019-01-18 01:23:09,nujek
Pengguna Google,ga semua lokasi bisa di akses.. di peta banyak drivernya pas saat pemesanan susah dpt driver.. kalo dpt itupun jauh dari lokasi..,2,2019-01-16 16:48:02,nujek
Pengguna Google,nujek anjing babiiii masak sya msen mkan ngantarnya 3 jam kmudian bru dteng....,1,2019-01-14 14:08:43,nujek
Pengguna Google,3 Bintang Dulu yaaa soalnya masih banyak titik yang belum bisa di jangkau Nujek. semoga Nujek bisa seperti Grab Lokasi nya Lengkap,3,2019-01-14 12:52:19,nujek
Pengguna Google,bagus... rekomended,5,2019-01-13 19:15:06,nujek
Pengguna Google,apilikasi babi tai anjing mau daftar aja ngak bisa,1,2019-01-13 17:42:21,nujek
Pengguna Google,luar biasa..lebih di tingkatkan aplikasinya ya,5,2019-01-11 08:59:27,nujek
Pengguna Google,tolong di perbaiki untuk lokasinya. biar para pengguna tidak susah untuk menentukan lokasi penjemputan dan penurunan. makasi,3,2019-01-08 17:28:10,nujek
Pengguna Google,Aplikasi Karya Santri.. Semoga makin berkah...,5,2019-01-08 14:18:30,nujek
Pengguna Google,aplikasi payah. susah cari lokasi serta drivernya kelamaan (mungkin drivernya sering berebutan orderan. kalo nggak punya niat membangun mending nggak usah. seharusnya pendatang baru itu harus bisa bersaing dengan aplikasi ojol lain. ini malah menyusahkan konsumen dan tetap menguntungkan ojol yg lama. tarik aja nih aplikasi. nggak becus,1,2019-01-07 18:42:49,nujek
Pengguna Google,Aplikasi gk manfaat pesen di maps banyak driver tapi semua driver sibuk notifnya ....tutup saja lah gk profesional,1,2019-01-04 23:51:52,nujek
Pengguna Google,kalau gk niat bikin aplikasi gk usah bikin bos masa saya pesen gk dapat dapat driver segitu di mapsnya terlihat ratusan driver....Aplikasi Hoax,1,2019-01-04 23:50:00,nujek
Pengguna Google,taraf pendalaman,5,2019-01-03 12:02:28,nujek
Pengguna Google,"search lokasi tujuan susah, kadang ada kadang hilang, mohon untuk di update lagi, sudah bolak balik hapus instal tetap hasilnya sama",3,2019-01-03 06:49:04,nujek
Pengguna Google,"Area bandung, driver banyak_orderan anyep, promonya di bykin daerah bandung. 😏",1,2018-12-31 23:03:05,nujek
Pengguna Google,"GPS nya sering error, moho diperbaiki",5,2018-12-30 07:36:05,nujek
Pengguna Google,jos. kembangkan terus,5,2018-12-27 13:35:51,nujek
Pengguna Google,Saya sdh daftar dengan no 13 digid tapi ga ada kode yg masuk,3,2018-12-26 10:38:22,nujek
Pengguna Google,tolong di untuk delivry nya lebih di baguskan lagi yah,1,2018-12-25 16:26:44,nujek
Pengguna Google,sayangnya untuk mencari lokasi susah ditemukan. harus pilih pakai pin. semoga lolais yg dicari bisa akurat kayak aplikasi ojek lainnya,4,2018-12-25 07:56:21,nujek
Pengguna Google,"saya selalu gagal dalam mencari lokasi tujuan, mohon aplikasinya di perbaiki, agar kita bisa menggunakan",2,2018-12-23 06:45:18,nujek
Pengguna Google,"Ksh 1 za dlu, klo dh di upgrade aplikasi cs nya bru tmbah bintang. Aplikasi sdh bgs & hampir serupa dengan vendor tetangga, tpi pas mau boking pesanan ojek or mobilnya_ga bsa auto searching almat jmput & tujuan, msti manual cri tujuan di peta(kaya zman firaun maen petak upet). Haha😅",1,2018-12-22 04:17:06,nujek
Pengguna Google,Tidak boleh m download,1,2018-12-17 18:06:47,nujek
Pengguna Google,"Asalamu alaikum tolong diperbaiki,searc lokasinya/pilihan lokasi jalan tidak muncul,padahal sudah saya hapus dulu aplikasi nujek versi 3,dan saya instal ulang lagi nujek versi 4,hasilnya tetap sama sear lokasi di maps tidak muncul,tolong ditingkatkan lagi,Wasalam.",3,2018-12-17 14:00:29,nujek
Pengguna Google,Assalamualaikum... Kurang akurat untuk mencari lokasi nya. Sangat lemot skali... Tolong diperbaiki lagi.,3,2018-12-17 01:37:25,nujek
Pengguna Google,"gabisa gps nya.. tiap mau order harus manual cari lokasi masa, mana tiap order ga ada yg aktif",1,2018-12-15 23:38:50,nujek
Pengguna Google,Kapan di Update lagi...????,5,2018-12-15 10:01:10,nujek
Pengguna Google,"Pesan nujek , dapet driver, terus gak bisa di cancel...",3,2018-12-15 00:50:23,nujek
Pengguna Google,"Search lokation udah pas. But jalurnya harus bolak balik yg nongol di peta. Jln yg seharusnya cuma 1,6 kilo jadi 8 kilo. Di lewati dulu lokasi 7an trus balik lagi. Mohon di perbaiki. Seharusnya bayar cuma 5k jadi 12,5k",2,2018-12-14 16:47:07,nujek
Pengguna Google,Coba2 dlu,4,2018-12-13 10:24:28,nujek
Pengguna Google,Mudah2n barokah,5,2018-12-13 03:38:36,nujek
Pengguna Google,di makassar belum ada lokasi untuk food nya yah??,5,2018-12-12 15:01:59,nujek
Pengguna Google,Good,5,2018-12-10 15:58:37,nujek
Pengguna Google,Sangat Membantu,5,2018-12-10 11:13:07,nujek
Pengguna Google,"Bagus kalo ada jasa barazanji, tauziah, dll",5,2018-12-10 07:40:48,nujek
Pengguna Google,Mantap,5,2018-12-09 09:39:31,nujek
Pengguna Google,Baru download.. Ternyata bagus aplikasinya,5,2018-12-09 09:33:54,nujek
Pengguna Google,Dini pesekk,5,2018-12-09 09:14:04,nujek
Pengguna Google,Sip,4,2018-12-08 15:00:46,nujek
Pengguna Google,Semoga tidak mengecewakan,5,2018-12-08 03:13:53,nujek
Pengguna Google,Mantab....,5,2018-12-07 23:28:24,nujek
Pengguna Google,Memudahkan pengguna,5,2018-12-07 12:59:36,nujek
Pengguna Google,Searching lokasinya susah banget dan ditulis manual pun nggak bisa,2,2018-12-06 00:07:14,nujek
Pengguna Google,"Assalamualaikum.. Aplikasi sudah bagus simple dan harga Terjangkau akan tetapi agar diperhatikan Search Lokasi kadang ada kadang hilang,serta jangkauan para Driver agar diperhatikan kadang kami para penumpang menunggu 10 sampai 15 menit untuk Driver sampai",4,2018-12-04 17:55:47,nujek
Pengguna Google,Tidak bisa share lokasi yg dituju,1,2018-12-04 02:16:34,nujek
Pengguna Google,Susah banyk cari alamat yg dituju... 😈,1,2018-12-03 04:39:45,nujek
Pengguna Google,Suka sekali bagus dikotak palu,5,2018-12-02 09:50:33,nujek
Pengguna Google,"Bagus untuk kota palu,aplikasi anak bangsa.",5,2018-12-02 09:43:53,nujek
Pengguna Google,Di gorontalo mantap.,5,2018-12-01 10:19:04,nujek
Pengguna Google,Ini aplikasi tidak mensejahterakan driver tapi mensesarakan driver tarif konyol,1,2018-11-29 12:59:26,nujek
Pengguna Google,Semua sudah bagus.yang perlu di perbaiki adalah navigasi map ama kedisiplinan waktu driver aja.yang lain oke,4,2018-11-29 08:01:18,nujek
Pengguna Google,Bagus,5,2018-11-28 13:26:59,nujek
Pengguna Google,Cari lokasinya susah. Di pilih alamat tidak ditemukan. Perlu tingkatkan,1,2018-11-28 06:34:14,nujek
Pengguna Google,"Tolong dipermantap untuk pencarian lokasi,, karena masih susah digunakan pelanggan untuk memakainya dalam pencarian lokasi.. thanks.",5,2018-11-28 04:59:49,nujek
Pengguna Google,Lama nunggu kode konfirmasi. Udh di ulang 8x ttp gak ada. Uninstall deh,1,2018-11-28 04:18:28,nujek
Pengguna Google,Kurang ada top up untuk pelanggan di perbaguslah buat pesaing,5,2018-11-27 13:07:10,nujek
Pengguna Google,Saya tidak bisa login karena kode aktifasi mengulang sampai 5 kali tetap tidak dikirim gimana?,1,2018-11-27 12:24:26,nujek
Pengguna Google,E buset nyari lokasinya susah banget map nya ga ngudeng.. apa guna nya ngetik lokasi jemput dan lokasi tujuan?,2,2018-11-25 14:30:21,nujek
Pengguna Google,Terimakasih,5,2018-11-25 12:07:47,nujek
Pengguna Google,Terlalu lemot gpsnya,1,2018-11-24 21:55:39,nujek
Pengguna Google,Perbaruan lagi aplikasinya. Dan ubah template,5,2018-11-24 18:13:33,nujek
Pengguna Google,Perlu perbanyak lagi update aplikasi.,5,2018-11-24 18:12:44,nujek
Pengguna Google,Mohon diperbaiki untuk area lainnya,3,2018-11-24 14:14:41,nujek
Pengguna Google,Pake aplikasi NJEK super murah👍👍👍👍👍,5,2018-11-24 04:26:56,nujek
Pengguna Google,Istiqomah terus,5,2018-11-23 01:42:35,nujek
Pengguna Google,Saya takut istri,5,2018-11-22 16:58:54,nujek
Pengguna Google,"Ulasan yg sifatnya kritik membangun kok pada ilang,,adminya g mau di kritik,hrsnya berterimakasih,,telah di beritahu kelemahan Dr aplikasi,,maunya keliatan bagus,tp kenyataan jelek.",2,2018-11-21 01:58:09,nujek
Pengguna Google,Semoga sukses di kota tangerang,5,2018-11-20 16:53:32,nujek
Pengguna Google,Drivernya sngat baik & murah meriah lgi,5,2018-11-20 10:59:21,nujek
Pengguna Google,"Tingkatkan lagi, 😃, . .",5,2018-11-20 05:33:02,nujek
Pengguna Google,Update aplikasi konsumen,5,2018-11-20 03:06:35,nujek
Pengguna Google,Nice,5,2018-11-20 02:26:03,nujek
Pengguna Google,"Aplikasinya sudah benar2 mantap 👍🏻. Sudah bisa untuk search lokasi. Terima kasih Nujek, kami tunggu terobosan2 selanjutnya. Salam dari bagian timur Indonesia Pohuwato-Gorontalo",5,2018-11-20 02:24:06,nujek
Pengguna Google,Aplikasinya Bagus,5,2018-11-20 02:14:32,nujek
Pengguna Google,Yang terbaik,5,2018-11-20 02:14:12,nujek
Pengguna Google,Pelayanan terbaik,5,2018-11-20 02:13:01,nujek
Pengguna Google,Semoga bisa bersaing sama si ijo raja suspen,5,2018-11-20 02:08:02,nujek
Pengguna Google,Sudah bagus.,5,2018-11-20 00:39:31,nujek
Pengguna Google,Lokasi peta belum maksimal,2,2018-11-19 22:34:58,nujek
ZAINAL ABIDIN,puas banget,5,2025-04-09 11:24:58,nujek
Azfar Keren,"alhamdulillah aplikasi ne bagus,walau gak tau order karna tdk ada driver,murah di banding maxim & lain nya,tp pas buka langsung di arahkan ke nufood,&tidak ada pembayaran dgn e wallet,bikin kerjasama sama nupay,beberapa tempat tdk tersediya...",5,2025-03-23 05:49:05,nujek
Channel Om BP,Gk ada yang naik sepiii,1,2025-02-13 11:02:31,nujek
Hadi Sugianto,Baik,5,2025-02-08 09:57:43,nujek
fajar kurniawan,Mantap,5,2025-02-04 09:21:50,nujek
JAJU JUANDI,Murah meriah peke nujek ayo buruan download nujek,5,2025-01-30 10:06:35,nujek
Ali Sabarudin,"Ayo min kembangkan lagi, biar makin berkembang. Dari santri untuk Nusantara",4,2025-01-30 09:23:15,nujek
Bang Udin,"Peluang bagus perlu publikasi yg dahsyat, tambah fitur referal",5,2025-01-25 23:45:37,nujek
bayu pamungkas,"Tidak disarankan download aplikasi ojol ini mending download yg lain aja, nomor wa pribadi bisa kesebar hati-hati",1,2025-01-18 16:37:35,nujek
A. RAFLY SAHRUL RAMADHANY MIFTHAH,banyak bug yang sampai sekarang belum di pacth.,1,2025-01-16 22:19:20,nujek
Muzammil Ahmad,Daerah Banjarbaru tidak ada,1,2025-01-15 03:29:12,nujek
arief rahman,Kualitas aplikasi sangat buruk.,1,2025-01-13 04:43:54,nujek
Ajay Marhaenisme,Semoga NUjek makin berkembang 🌻🔥,5,2025-01-08 19:52:53,nujek
Sandy Febrian,"Pergi kemanapun lebih hemat, lebih cepat, aman dan simple",5,2025-01-01 15:08:05,nujek
Adam Yusuf,"Bagus cepat murah,, harus dipertahankan",5,2024-12-24 22:34:58,nujek
Alamsyah Alkap,Murah ramah cepat sangat membantu kalo mau kemana mana,5,2024-12-24 12:57:01,nujek
kang soleh86,Mantap,5,2024-12-14 10:36:25,nujek
Jesayas Anggiat Sirait,"Layanannya lama sekali, akhirnya saya copot.",2,2024-12-03 15:46:57,nujek
Ardis Wiranata,Susah buka aplikasi berat dan susah daftar pilihan ngelag di pencet tidak bisa macet perbaiki sistem ini,3,2024-11-20 15:44:33,nujek
Den Dens (D'wins),Dah beberapa kali bongkr pasang ni aplikasi tp tetep aja gak bisa login payah,2,2024-11-02 15:45:24,nujek
Meilianto Raharjo,"Tarif hemat,bisa pilih driver dan berlangganan,ojol andalanku di Purwokerto",5,2024-10-27 09:25:28,nujek
Devita Maulani,"lama banget datangnya,aku nungguin sampe kesel mau dicancel tapi gak ada cancelnya jadi mesennya dobel terus kalau udah datang satu malah satu baru datang mana yang satu lagi gak pake seragam jadi bingung",2,2024-10-10 13:35:14,nujek
Nur Asri,Baru sekali pake cepat respon👍,5,2024-09-21 02:13:11,nujek
Irwan Kostaman,"Saldo saya mengendap di apk Nujek, apakah bs dicairkan ? Mohon solusi, terima ksh",3,2024-09-13 02:38:08,nujek
Held Anwar,"Untuk gangguan sudah di beritahukan ke kantornya tapi tanggapan nya jaringan atau peta suka ngoco, dari dulu kayak gitu kalau bukan karena murahnya dari apk lain sudah di tinggal kadang suka kasian Ama drivernya ga sesuai aja, pantesan aja suka di tolak mungkin karena ngaconya sebagai customer ga tau",3,2024-09-02 04:28:06,nujek
Framy Donald,"Maaf bintangnya saya turunkan..... Setelah 4 tahun menjadi pelanggan, dari yang Sangat membantu sekali, sekarang menjadi Sangat Error, Ribet dan pusing Sekali menggunakan aplikasi ini. Untuk developer, tolong di perbaiki masalah - masalah yang sering terjadi dalam aplikasi ini. 1. Titik pada Peta penjemputan dan pengantaran. 2. Penjemput ( pesan 1 orang, yang datang malah lebih dari 1 orang ). 3. Jaringan sering error.... Trimakasih....",2,2024-08-25 00:53:23,nujek
Muhamad Heru,Top,5,2024-08-22 13:11:04,nujek
Arriza Fathir,Aplikasi recom buat di Cianjur bagus banget Irit,4,2024-08-07 05:51:49,nujek
Redemtus Dionisius Pa,driver anda sengaja tidak mau menerima pesanan,1,2024-08-03 03:35:08,nujek
Tri Wibowo,Aplikasi sangat membantu custemer,5,2024-07-23 06:47:53,nujek
Capella72,"aplikasi abal abal,.. Kurang modal, kurang promosi, ga ada biaya bikin usaha, akhirnya promo mengandalkan driver, kocak... mending tutup dah kalo membuat driver sengsara!!!!!",1,2024-07-13 14:19:32,nujek
Teja Ahmad Nurnantian 0003,Baik,5,2024-06-28 11:00:40,nujek
Hairul Azriel,Mantap aplikasi hasil karya anak bangsa mantoolll,5,2024-06-18 16:11:30,nujek
Merrysa Anggraeni,driver nya menyebalkan di aplikasi memang murah tapi pas udh nyampe tempat minta 2 kali lipat,1,2024-06-09 12:53:47,nujek
Theresia Winona Tambayon,Paraaahhhh...!!!!! Kurang Modal berani bikin usaha !!!!!,1,2024-06-07 01:35:55,nujek
Slamet Ismail,Tepat waktu,5,2024-05-19 14:59:20,nujek
Bela Saputra,Nujek pokoknya mantap saya login juga gak sulit langsung proses Driver nya juga sipp apalagi harga nya merakyat banget bagus dikantong pokoknya pertahankan semoga sukses selalu nujek,5,2024-05-13 08:48:50,nujek
Desi Amalia,Baik,5,2024-05-01 02:11:37,nujek
Dea Mutiara,"Kalo bisa Drivernya di ospek dulu ,Drivernya kadang pada manja gamau nganterin ke tempat tujuan kalo agak jauh padahal sudah tertera bayarannya berapa",1,2024-04-30 09:56:15,nujek
Dafe Chapella,Susah login,2,2024-04-18 00:42:44,nujek
dewi Febrianti,Orderan ga prnh d terima driver wkwk hpus aj,1,2024-04-04 08:59:54,nujek
Yusuf Hamdani,"Udah bbrapa kali login ke nujek gk bisa terus,, sampe ganti akun tetep az, gk bisa padahal sy pelanggan nujek yg paling sering menggunakan jasa nujek, tpi pas udah error gini mls, jadi di uninstal az,,, mohon diperbaiku tuh jaringan/servernya",1,2024-04-01 00:12:17,nujek
Enung Hamidah,Abang nya ramah2.. terutama biaya nya sangat hemat.. makasih nujek sdh sangat membantu perjalanan saya,5,2024-03-23 14:18:53,nujek
R Haris.Z,HILANGKAN IZIN AKSES FOTO DAN VIDEO.ITU ADALAH PRIVASI UG MUNGKIN BISA DISALAH GUNAKAN.,1,2024-03-15 14:09:35,nujek
epep asik (epepp),gaje aplikasi pas pagi ga bisa login,1,2024-03-13 23:25:00,nujek
Yohana Marsela Patrisia,kasih bintang satu.soalnya pas masuk untuk pendaftaran ga bisa terus padahal jaringannya baik² aja,1,2024-03-06 10:53:44,nujek
Aulia Rachmah Nursyafitri,"Mapsnya lemot jadi gk tau udh dimana saat driver nya jemput, jadi sering nunggu lama juga karna maps yg gk akurat",3,2024-02-23 23:34:04,nujek
Budi Sulaeman,Di bandung udah ada belum,5,2024-02-22 09:20:42,nujek
Lonely24 Gaming,"Aplikasi gak jelas, gak ada driver sama sekali",1,2024-02-17 12:10:46,nujek
Sumargiati Atik,Krna belum bisa di verifikasi,3,2024-02-13 14:18:44,nujek
Zaid Alfathsya,"tolong lah driver'nya di seleksi lagi di briefing mereka sebelum berangkat ngojek , masa saya tiap pagi harus nunggu setengah jam buat driverny njemput saya padahal posisinya dekat , kebanyakan driver gatau jalan malah muter' gajelas",1,2024-02-09 01:10:33,nujek
anwar cecep,"Kendala utama peta nya ngaco, harga miring peta nya juga miring, pantesan harga murah ngarahin petanya juga ngaco parah, banyak update ga ada perkembangan malah tambah parah",5,2024-01-18 01:12:44,nujek
OTR Channel,Alhamdulillaah punya ku lancar jaya sukses terus nujek,5,2024-01-10 11:55:54,nujek
Riskyfast Fast,Hilangkan sistem pilih driver. Biar yg dapat merata bukan driver itu aja yg dipilih.,1,2024-01-09 10:41:29,nujek
Andika Dwi Santosa,"Sudah bagus tapi kalo di peta itu sering banget driver nya ga keliatan gerak di map, tolong diperjelas lagi ya",3,2024-01-09 09:39:53,nujek
Sri Soes Pudjiati,"Sy pelanggan setia Nujek dr mulai ada sampai sekarang. Perjalanannya selalu nyaman, layanan drivernya jg ramah tdk pernah bermasalah dgn penumpang justru mau membantu membawakan dan merapikan barang2 bawaan saya ke bagasinya. Terima kasih Nujek.",5,2023-12-31 03:26:48,nujek
Aufal Arrafy,"Saya suka, bisa jadi alternatif lain buat perbandingan",5,2023-12-29 23:03:04,nujek
Supri Yanto,Ok,5,2023-12-13 07:46:50,nujek
Heru Permadi,Tolong untuk Nujek Kota Cirebon dan kab.cirebon di aktifkan lagi dong. Sebenarnya Nujek lebih baik dengan aplikasi lain,5,2023-12-12 02:30:46,nujek
Deni Channel,sangat membantu,5,2023-12-06 09:18:51,nujek
Nisa Triwahyuni,"bikin lama bgt, kecantol dua driver bikin bingung aj.",1,2023-12-03 01:10:16,nujek
Dendi Rizaldi,Murah hemat terjangkau,5,2023-12-02 15:00:16,nujek
Putri Rahayu,"Kalo belum siap bikin aplikasi mending jangan dipaksakan.. Baru saja daftar sudah dipersulit,jaringan sibuk terus,harus pakai Telkomsel,pemilihan rute/driver yg ribet,mohon diperbaiki lagi.. Buat apa kalo harga terjangkau tp sulit buat dipakai..",2,2023-11-30 02:46:39,nujek
Amir Didid Tawi Mard,Yup,5,2023-11-15 12:14:01,nujek
Titi Suryanti,"Aplikasinya sangat ringan,tarifnya juga hemat,bisa berlangganan dan pilih driver,intinya sangat membantu masyarakat di wilayah Purwokerto dan sekitarnya...Nujek memang oke...Terima kasih nujek semoga berjaya di Indonesia khususnya di Purwokerto...hidup Nujek",5,2023-11-14 00:26:44,nujek
Reni Agustianirahayu,Inti nya udah jelek aja,1,2023-11-13 23:10:21,nujek
Jhonie,Terlalu sering error,3,2023-11-08 23:38:33,nujek
Dwiana Arimbi,Tarif cukup murah. Driver ramah.,4,2023-10-23 09:48:28,nujek
nazla alhadad,"aplikasi gajelas, error tanpa sebab",1,2023-10-21 07:32:23,nujek
Sindy Dewita,Kualitas driver Jelek.. minta uang tambahan tidak sesuai apk... Di turunin di tengah jalan Dan lebih parah nya lagi penumpang ga bisa ngasih bintang ke Driver nya.. dan di situ malah keterangan driver udah dapet bintang 5 dan alesan nya kaya driver nya sendiri yg nulis.. Ngakak.. sorry tapi ini kenyataan. Sorry nyesel saya pake apk ini. Mending ke apk sebelah.,1,2023-10-18 17:01:52,nujek
Yavvi Adi Nurrahman,Pokoke terbaik lahh,5,2023-10-13 00:20:47,nujek
Yan Andriana,Pilih Driver di Cianjur : YAN ANDRIANA,5,2023-10-03 11:20:26,nujek
baton safari kukuh,Harga bagus dan peta bagus cuma di chat kok masuknya wa. Jd nomer mlh kesebar. Tolong diperbaiki dan byk iklan di kota2 besar,5,2023-10-03 02:19:28,nujek
Siti Vina,Tingkatkan lagi . pokonya the best,4,2023-09-27 10:45:53,nujek
annas utomo,"Udah di update,setelah itu g pernah yang namanya dpt orderan lagi",5,2023-09-20 05:00:38,nujek
Heru Santosa,"lNujek semakin bagus. cuma yang kurang dari nujek adalah masih membedakan driver dalam kota dan luar kota. Hal ini tidak baik apabila pelanggan berada di daerah pinggiran. Harusnya driver diposisikan sama baik dari dalam maupun dari luar.Jadi begini,Nujek ini sangat kekurangan driver tapi masih pilih kasih. Usul saya radius penjemputan unlimited, tapi yang muncul di list driver hanyalah 3(tiga) orang terdekat saja, tanpa membedakan status. Hal Ini dimaksudkan supaya pelanggan selalu dapat driver",3,2023-09-13 18:40:23,nujek
Vlademir Is flower,"aplikasi yg bnyk bug ny, mulai dri mw login aj error mlu, trus dirver ny sombong gmw trima² ck",1,2023-09-05 03:47:15,nujek
Farrel Ravi,murah dan aman,5,2023-09-01 09:22:45,nujek
Karim saputra Saputra,Mantap,4,2023-08-28 16:32:16,nujek
AIR CACING RUQYAH,Tidak ada fitur untuk menilai driver,4,2023-08-27 11:15:14,nujek
Keysha makala Balqis firdaus,Aplikasinyaa terbaik deh pokonyaa harga merakyat tpi high quality✨️✨️ Mimin nya jga ngebantu bgttt pokonyaa ini aplikasi ter thebestt dehh favorit aku💖💖,5,2023-08-27 08:07:25,nujek
Adzkiya Naila fardhan,"Menurut saya Nujek adalah aplikator terbaik di Dunia Per ojolan,selain Tarifnya sangat murah Driver nya juga ramah ramah.",5,2023-08-25 22:15:19,nujek
edwin kusuma,kantor cabang NUJEK di Surabaya daerah mana...,2,2023-08-14 08:11:34,nujek
Layla Alvi Yani balfast,Aplikasinya jelek disaat membutuhkan driver hampir 1 jam mencari driver gak ada satupun yang nyangkut...parah bangett,1,2023-08-13 02:49:23,nujek
Nabilah Bila,Gajelas,1,2023-08-12 05:20:49,nujek
HAMIM MUSTOFA,Bagus dan sangat membantu,3,2023-08-11 12:40:56,nujek
rasidfds,"Tolong lah kasih fitur ganti nomor telpon atau minimal kasih fitur chat di aplikasi lah kaya apk sebelah biar gampang komunikasi cs sama driver, kadang cs order tp dihubungin ga aktif, lapor ke customer service jg ga ada tanggapan payah bgt",1,2023-08-11 10:02:03,nujek
Melanie Fh,Ongkos nya naik trus,1,2023-08-10 03:39:38,nujek
Millati Muslimah,Bagus. Tp syg di kotaku ga mndkung:( msa iya ojek nya harus nyebrang😭,5,2023-07-29 02:05:39,nujek
RICKY RIVALDI,"Terlalu murah kasihan drivernya, udah murah ada potongan ke mitra nujek nya, kasian bro dia butuh makan anak istrinya",1,2023-07-27 17:59:05,nujek
Risma Nurfatimah,buruk,1,2023-07-15 15:40:01,nujek
rian susanto,"Terlalu murah, pendapatan driver lebih dikit dari aplikasi lain. Jadi driver sedikit yang mau berlangganan. Mahalin dikit lah , masyarakat kita gak miskin² amat juga.",5,2023-07-13 06:26:32,nujek
donny putra,aplikasi baik dan harganya normal,5,2023-07-06 13:41:01,nujek
Wahab Hasbi,"Sejauh ini Aplikasinya simple, tarifnya murah, drivernya amanah",5,2023-07-04 06:49:23,nujek
Renaldi Muhammad,"map nya di perbaiki biar driver nya tidak kebingungan,notif nya jga kadang eror..saya sudah pesan dan menunggu 30 mnt tpi tryta di driver tidak masuk notif nya,pdhl di saya notif nya driver telah mengambil pesanan",1,2023-07-02 04:48:54,nujek
Rendi Mediansyah,Mantap,5,2023-06-20 03:56:40,nujek
Smart Daily Official,Buka berkali kali bikin hp ngecrash,1,2023-06-04 07:49:24,nujek
Nuriah Miftahul Jannah,Layanan cepat dan aman,5,2023-06-03 02:54:23,nujek
Anne Ersiscka Yuniarti,"Saya sudah hampir sebulan pakai jasa NUJEK DRIVE,memuaskan dan baru td dpt komplain dari driver katanya saya kasih bintang 1,pdhl saya blm pernah dan blm tau cara ngasih penilaian🙏,sebab kl udah nyampe tujuan suka ga ngeuh sm hp,bru bbrp jam kemudian buka hp jd kata tmn kl NUJEK pas kita sampai tujuan ada menu penilaiannya...saya mohon maaf utk driver NUJEK atas keterbatasan pengetahuan saya 🙏",5,2023-06-02 09:32:33,nujek
satria kamal,Baguss semogaa nujek semakin berkembang,5,2023-05-30 12:56:24,nujek
Alam Andi Umar Alam,Bagus,5,2023-05-26 09:01:40,nujek
ismi lia,aplikasinya nggak banget..mau daftar aja susah..ngga bisa2,3,2023-05-23 07:12:24,nujek
Nana Suryana,Msh mencoba,4,2023-05-23 01:17:50,nujek
Mohammad Zainudin,"Mohon untuk ditingkatkan lagi,karena aplikasi sering eror",1,2023-05-22 11:59:11,nujek
Efarza H,Keknya cuman perlu ada pembayaran non tunai,5,2023-05-20 16:57:43,nujek
Hany Hapian shakiel,Nih nujek makin hari makin parah eror terus kalo bisa pilih driver d hapus saja,1,2023-05-18 00:47:30,nujek
Fauziah Ratna sari,Nujek butuh pembenahan driver2 yang kurang pelayanan ke konsumen..contoh..ada driver tdk mandi .jorok jaket dan baju yg dipakai.tdk pakai sepatu.driver K-Po pada konsumen.sok akrab dan sok tahu juga suka posting yg berbau pornoaksi.ada driver gondrong rambutnya dibiarkan mana bau sekali.,2,2023-05-17 11:52:53,nujek
Catalina Pacifica,Nujek oke,5,2023-05-16 11:17:26,nujek
Ariih Syaudah,Nujek sekarang pelayanan nya sangat jelek . Order selalu aja di canssel...lama lama ni aplikasi di hapus,1,2023-05-14 05:01:09,nujek
Dwi candra Hadi mustofa,Kami tunggu di jember,5,2023-05-12 08:04:41,nujek
Dika Pratama,"Aplikasinya kadang suka error keluar sendiri lah, dan kalo driver menghubungi customer langsung ke whatsapp jadi agak melanggar privasi",2,2023-05-06 04:44:38,nujek
catherine sungsang,Layanan memuaskan,5,2023-05-05 09:18:36,nujek
Vhiya Arum,Is the best,5,2023-05-04 12:30:47,nujek
Wasillah Wasillah,"Puas dengan , aplikasi driver NuJEG",5,2023-05-04 08:07:58,nujek
Muhammad Awan,Oke,5,2023-05-03 07:31:56,nujek
Aprilia Lia,Eror,2,2023-05-03 06:52:45,nujek
Endah dwi Mumpuni,Unisntall trus install ulang msh tetep ga bs digunakan,1,2023-05-03 01:56:06,nujek
Efa Anggih,sudah di update kok malah gak bisa di buka ya,5,2023-05-03 01:11:27,nujek
Nadia Farda,di perbarui trs pdhl udh duperbarui engga bisaaaa truss,1,2023-05-03 00:25:49,nujek
Ahot,🙇‍♂️🙇‍♂️🙇‍♂️,5,2023-05-03 00:15:06,nujek
