content,userName,score,app_name
kembali uang besar 49 rb pesan untuk admin malang,Yudi Sulistyo,1,nujek
aplikasi nya error,Pengguna Google,1,nujek
kok akun gak diaktifasi,Pengguna Google,3,nujek
hampir tiap hari guna jasa nujek trim layan dg baik,Nesya Maulidya,5,nujek
lumayan baru dua order,Pengguna Google,3,nujek
lebih murah yang,Dhohiruddin_ Azzuhri,5,nujek
memory jng besar jadi ga dowlond,Pengguna Google,5,nujek
moga manfaat warga nahdiyin semua,Pengguna Google,5,nujek
layan nya bagus,Adiva Nurul,5,nujek
tambah maju sukses,kar wanto,5,nujek
bintang 3 dulu yah moga jaya selalu,Itto bhebhe,3,nujek
tolong aplikasi nya hadir appstore ios,Rollys Hasan,4,nujek
bagaimana ingin gabung jadi driver domisili dijaksel,mame,5,nujek
nih nujek makin hari makin parah eror terus kalo pilih driver d hapus,Hany Hapian shakiel,1,nujek
mantap makin kembang,Khasan N,5,nujek
apa mau login apa susah gimana mau order apk apa,Yudi Yuden,1,nujek
layan bagus tapi kekuranganya mengapa d cirebon tidak ada driver car nya mohon d jawab kakak,GHOST TEAM,5,nujek
baik terus apk belah,DJ Siwil,3,nujek
driver nya payah sen gofoot gk yg mau ambil,Hery Dilan,2,nujek
mantap semangat terus inovasi aplikasi mantul,Dedi Mahfudin,5,nujek
aplikasi kaga driver nya,Siti Jukhaeriah,1,nujek
moga makin maju layan,Pengguna Google,5,nujek
apa solo ada drivernya,Pengguna Google,5,nujek
drivernya ramah sopan jujur,rizka nuruddin,5,nujek
saya ada nunukan lokasi restoran jawa,Pengguna Google,1,nujek
warga indonesia wajib pasang aplikasi,Pengguna Google,5,nujek
susah mau daftar aja gimana apk,Pengguna Google,5,nujek
aplikasi nya sering eror,Didi Purwanto,3,nujek
sangat bantu usaha online sukses terus nujek,Atis Anggrahini,5,nujek
muraaaah 7000 3km mantap jaya qoha jaya,Husaini Majid,5,nujek
moga bukan jual aplikasi,Pengguna Google,1,nujek
baik sistem lebih baik,salsabila vlog,5,nujek
turut gue sih aplikasi mantap banget,ifan dahiba,5,nujek
sangat bantu dlm giat hari hari,razak sapii,5,nujek
sangat bantu terimakasih,Lukmanul Khakim,4,nujek
mantappp ayoo download semua yg blm download,Pengguna Google,5,nujek
nujek keren bisa milih driver bisa langgan,Pengguna Google,5,nujek
aq udh daftar lama g konfirmasi konfirmasi submit melulu klo di konfirmasi udh bs narek bintang 5 deh,Massob Birin,1,nujek
belum alam tahap uji coba,Pengguna Google,5,nujek
bagus ayo tingkat sering pakai nujek,Slamet Adi Nugroho,5,nujek
ok sdh sangat muas layan tarip nya,Kikie Asmaramurni,5,nujek
good smga tambah maju amin,Awan EVOLUSI,5,nujek
pakai nujek bukan dar aplikasi tapi khidmah kiyai,Abd. Qohhar,5,nujek
sangat baik aplikasi nya,Pengguna Google,5,nujek
maju terus tingkat layan,Subianto Bin,5,nujek
bantu cari tamnahan aku senang moga tbh maju jg app nya muahah2 gk heng,Pengguna Google,4,nujek
sussaaaahh kalo pilih driver kasi yg,Hadi Irwanto,1,nujek
aplikasi tolol ga drivernya,Kemal,1,nujek
jaya selalu nujek daya ekonomi umat,Pengguna Google,5,nujek
nijek gc pake sepeda dayung kasi 3 bintang dlu y,Nandofer Ginting Ginting,3,nujek
lebih murah banding yg ijo2 belah,Wulan Ngestiningrum,5,nujek
moga ubah update software,Hidayatullah Arrachman,5,nujek
moga makin lancar order,Kohongia Supriyanto,5,nujek
lebih gampang milih driver,Panda Wandaone,4,nujek
bagus baik,ff comel puspita sari,5,nujek
sangat manfaat utk umat,Pengguna Google,5,nujek
aplikasi bagus bangsa,Pengguna Google,5,nujek
moga besar sukses selalu nujek,Yasir redmi,5,nujek
tdk sesuai map nya aku nunukan ko map tmept pesan mkanya surabaya,Pengguna Google,1,nujek
apakah nujek ojek telah operasi apa belum,IMade Putera Angga,5,nujek
masa verivikasi pake fb enda padahal grab gojek aja,Lia Sari,2,nujek
masih perlu kembang,Destaru Destaru31,5,nujek
mantap sekali aplikasi,Pengguna Google,5,nujek
bisa saing gk sama duo ijo,Pengguna Google,5,nujek
sangat bagus jujur,Akhmad Khalim,5,nujek
sering kasih promo nufood kasih banyak nufood daerah surabaya sidoarjo moga cepet rame,Adam hloc,5,nujek
moga saing sama si ijo raja suspen,Pengguna Google,5,nujek
smg makin tambah baik lg,Pengguna Google,5,nujek
pake aplikasi njek super murah,Pengguna Google,5,nujek
buka kali kali bikin hp ngecrash,Smart Daily Official,1,nujek
enggak pernah driver,Chairul Basri,2,nujek
nyoba baru pasang aja dulu,Pengguna Google,5,nujek
jadikanyg baik mana ada,Pengguna Google,5,nujek
harap baik aja buat aplikasi,Azkia Azkia,5,nujek
bagi driver jarang on,Mahesa Guntur,3,nujek
layan muas,catherine sungsang,5,nujek
ayo download nujek emang murah,Ytzy,5,nujek
moga tambah jaya n lancar,Pengguna Google,5,nujek
tolong baharu sistem masak order 1 draver yg datang 2 u200d u200d,Zidan Algifri,1,nujek
mantap banyak manfaat nya,Edi Mulyadi,5,nujek
coba dulu kalau oke saya kasih bintang,Pengguna Google,3,nujek
drivernya banyak yg gak aktif,Pengguna Google,3,nujek
mantap mohon kantor nujek buat driver buat random,Therry Gunawan,5,nujek
mantap ga ribet,Pengguna Google,5,nujek
aplikasi sampah guna,Amin Thohari87,2,nujek
mantab nu selalu hati,Pengguna Google,5,nujek
bagus cepet tangkap,R100 Cirebon,5,nujek
berkah selalu apa2 usaha maju nu,Pengguna Google,5,nujek
coba lebih bnyk iklan tv,Pengguna Google,4,nujek
masa daerah medang kampai ga driver,Runt,2,nujek
saya senang sekali nu makin kembang,"Ahmad Aditia, S.H.",5,nujek
mantap aplikasi lengkap,Pengguna Google,5,nujek
moga di kota brebes tambah maju and besar nujeknya,Pengguna Google,5,nujek
aplikasi sangat bagus,Pengguna Google,5,nujek
mantap keren,Pengguna Google,5,nujek
sepi ada yg masuk akun sy,Pengguna Google,1,nujek
kapan di kalimantan ka saya daftar domisili kalimantan,Pengguna Google,5,nujek
kadang suka gak connect,Zihni Kamal,4,nujek
versi baru lebih ribet,Pengguna Google,1,nujek
mantap kembang hingga pelosok negri,Pengguna Google,5,nujek
sukses slalu nujek semua banyak minat,Melina ayu Safitri,5,nujek
nujek sangat bantu sbg alikasi ojol biaya sesuai,Sarini rini,5,nujek
saya apresiasi maju nu moga tambah maju amanah amin amiin amiiin,Pengguna Google,4,nujek
aplikasi eror terus,fitriah vebriani,1,nujek
saya coba tapi kalo drivernya gak sopan mending dibubarin aja,JBL NOOR Channel Enterprise,5,nujek
mohon lebih kembang,muh taruna,5,nujek
ini app utuk driver apa tumpang ka,Ipan Arfan,3,nujek
oke buat transportasi wilayah cirtim,Siti Halimah,5,nujek
driver nujek hadir surabaya ayo ramehkan nujek surabaya promosi banyak ayo bos driver semangat promosi diperbnayak,Ferdy Surobajol,5,nujek
ikut bangga warga nu dgn ada nujek ini moga segera buka cabang kota magelang,Pengguna Google,5,nujek
tolong peta baik,Siti sarah31,1,nujek
mantap aplikasi wajib milik,Pengguna Google,5,nujek
apk nya murah loh buru coba,Pengguna Google,5,nujek
pakai jasa nujek sama hal hidup tajug-tajug desa moga sukses,Pengguna Google,5,nujek
baguss tingkat lagi bangga jadi warga nahdliyin,Pengguna Google,5,nujek
sangat bagus guna,Urip Rahmat Sugiarto,5,nujek
sering gak drivernya,arka arda,1,nujek
layan bagus,Pengguna Google,5,nujek
lebih kembang lgi,Pengguna Google,5,nujek
aplikasi nya bagus gojek,Jet Lie buser,5,nujek
moga jadi layan baik,Pengguna Google,5,nujek
tingkat terus ayo tim marketing iklanin tv nasional,Pengguna Google,4,nujek
baru pencet langsung keluar,zully taufik,1,nujek
bagus aplikasi ada kota,Abdul Wahab,5,nujek
poko ga bikin kecewa dompet,Muhammad Muyasir,5,nujek
aplikasi sangat bantu,brownis kopi channel,5,nujek
drivernya banyak lelet,30.MOHAMAD ROBI SUMARNO PUTRO,3,nujek
sangat baik inopatip,Ditya Anggara,5,nujek
nyari driverny susah udah dpt dicancel hmmm,Pengguna Google,2,nujek
tidak share lokasi yg tuju,Pengguna Google,1,nujek
emang nujek baik dan murah harga,Ariani Aryo,5,nujek
layan jelek banget semua driver nolak order gilir terima order malah gak ngapa-ngapain terus gak bisa dihubungin,Seputar Lightsum,1,nujek
kode aktivasi tadi g kirim ni apl na gimna sihh,Pengguna Google,1,nujek
moga depan makin lebih baik,Pengguna Google,5,nujek
setia sen tunggu kemudi mulu ampek sering tak batalin sen lg yo msh tunggu kemudi di banyak driver,Pengguna Google,2,nujek
bagus tapi dijakarta ada ya,Pengguna Google,4,nujek
mantap lah asli indonesia,Adidtia Odik,5,nujek
bagus keptigan pribadi,Pengguna Google,5,nujek
gak d download payah,Pengguna Google,1,nujek
alhamdulillaah punya ku lancar jaya sukses terus nujek,OTR Channel,5,nujek
moga nujek makin sukses daya warga nahdiyin khusus,Pengguna Google,5,nujek
kota belum ada bagaimana cara biar ada siapa tau bisa berkerjasama,Ali Basuki,4,nujek
di coba dulu rating naik bila semua,Pengguna Google,3,nujek
moga eror nya makin kurang,r abdi w,5,nujek
aplikasi pada warga surabaya banyak iklan nujek surabaya semua pindah nujek,Pengguna Google,5,nujek
moga rame promo mohon banyak sosialisasi luas masyarakat tau nujek semangattt buat crew nujek,Muamar,5,nujek
ongkos go food nya lebih mahal gojek,Yuni Milan,3,nujek
belum nyoba entah pingin bintang 5,Suci Utami,5,nujek
tambah jelek aja skarang map desa tundan kec banyuputih batang gak ada,Pengguna Google,1,nujek
nujek bagus baik daerah nunukan,Lingling Gustina,5,nujek
moga nujek makin jaya pakai aplikasi islami prosedur islami moga amanah,Dyah Nasrini,5,nujek
ramah ramah bersih aman,Rahman Cantika,5,nujek
moga tambah maju jaya aamiin,themoe coy,5,nujek
padahal lgi mau pulang pake nujek udah 10menitan gadapet dapet drivernya astaghfirullah kecewa bgt si,Amelia Diva,3,nujek
saya order 2kali malah batal sama driver nya,setia marga della,1,nujek
sangat bantu sekali,Sadikina Ali,5,nujek
nujek harga hemat layan hebat,Pengguna Google,5,nujek
assalaamu alaikum wr wb min nama aplikasi resto apa ya resto mau daftar nujek nuhun,Pengguna Google,5,nujek
ganggu trus,Yusi Zulianti,2,nujek
alhamdulillah ojol sangat bantu drever ramah,Ahmad Saeroji,5,nujek
kenapa bisa buka ya,fitriana saokori,2,nujek
3 dulu baru mau pakek nih,Pengguna Google,3,nujek
cukup oke warga nahdliyyin,Pengguna Google,5,nujek
aplikasi yg sangat murah,Aries Nurjaman,5,nujek
2 dulu kl di buka lasih 5 bintang oke,Iyus Yusup,2,nujek
sering ganggu huhuhuhu,Khusnul Hasanah_Una,3,nujek
baru pertama naik nujek taxi driver nya ramah,Pengguna Google,5,nujek
aplikasi karya santri moga makin berkah,Pengguna Google,5,nujek
sangat bingung seperti gojek,Wujud Alamsyah,1,nujek
sangat bantu sekali,Pengguna Google,5,nujek
murah banding grab,Lina Kusmayanti,5,nujek
applikasi nujek ga bsa buka,Pengguna Google,1,nujek
oky nyamn bgt we pke aplikasi,Teuku Rafa,5,nujek
mantaf ayo pake apk nujek castamer jujurhemat n pilih driver,Arief Noor,5,nujek
semangat terus wahai juang,Pengguna Google,5,nujek
mksh dgn nujek gg was2 dlm jalan moga makin depan,Pengguna Google,5,nujek
nujek butuh benah driver2 kurang layan konsumen contoh ada driver tdk mandi jorok jaket baju yg pakai tdk pakai sepatu driver k-po konsumen sok akrab sok tahu suka posting yg bau pornoaksi ada driver gondrong rambut biar mana bau sekali,Fauziah Ratna sari,2,nujek
mending promosi aja kaya maxim shoppe driver di wilayah makassar jakarta pake benner insha allah lancar nujeknya,Verry Arkana,5,nujek
kalau mau daftar mitra nujek food gmna cara,Kha Sukma,3,nujek
hilang opsi pilih driver karena bagi driver mula sangat beban dengan ada opsi pilih driver,tivi dikatoki,1,nujek
alhamdulillah daya ekonomi nu makin maju jaya nu jaya nkri,Pengguna Google,5,nujek
susah hubung baik nujek pusat cabang saat keluh,Denny Nurjaya (DDN),1,nujek
diiklanin ditv dong biar boming,Pengguna Google,5,nujek
gk lokasi otomatis masak yg kluwar area sby padahal lok kota malang,Pengguna Google,2,nujek
aplikasi bisa hadir kota saya,Pengguna Google,4,nujek
saya sen nu taksi kok bisa bagaimana iya,Tri Setyo,2,nujek
layan ramah kurir nya mesan chicken wings malah datang ayam goreng,"Andi Khalid Babe,83",2,nujek
superr sekali saing ijo belah jgn mau kalah monggo cs segera ber ganti nu jek,Ubeth Sas,5,nujek
nujek seperti jadi solusi moga exist,Nurkolis Kolis,4,nujek
harga ngawur lebih baik sama sama maxim indriver 8000 malah 6000 gak masuk akal senang mata pelang derita mata driver pelang gak usah manja malah besar kepala tarif bikin 8000 mau gak mau pesan gak mau sana cari lain,Andrias Santoso,1,nujek
bagaimana cara daftar nu food mana alamat kantor,Pengguna Google,5,nujek
aplikasi recom buat cianjur bagus banget irit,Arriza Fathir,4,nujek
tinggal perbaikan2 sedikit,Muhammad Saunudin,5,nujek
dukung kalian sangat arti,Pengguna Google,5,nujek
mantap nujek drivernya ramah sopan,Kusworo Woro,5,nujek
coba planggan hilang pesan milih2 driver nya buat auto gt malang masak kalah sama maxim baner2 nujek gratis kan taruh stand2 gede n ramai jgn malas,Ila Laila,1,nujek
apk nujek masalah ya,Alya Nabila,2,nujek
gk bisa login v sms verifikasi kagak masuk v,Pengguna Google,1,nujek
kalo d desa bisa belum,Pengguna Google,3,nujek
moga saing balikpapan,Adrian Risky,5,nujek
moga banyak guna ny,Pengguna Google,5,nujek
app tijel dan gak pantas untuk didownload,Rizqi Maulana,1,nujek
ojol nujek mudah2an mampu saing ojol yg lebih dl,muhammad sodikin,5,nujek
harga mahal wwww,Pengguna Google,1,nujek
parah driver ngk di jalan tvri,dedy dedy,1,nujek
sering tolak sama driver nya,Rikhatul Mujahidah,2,nujek
nb server kenapa aplikasi nujek custemer sering eror,Nanda Dewi,5,nujek
bismillahirrahmanirrahim coba moga bagus,Pengguna Google,5,nujek
pilih driver cianjur yan andriana,Yan Andriana,5,nujek
tidak ada promo sama sekali mohon baik untuk fasilitas promo diskon voucher baik cashback jangan kalah sama aplikasi belah untuk usaha njek tetap semangat gali ubah fight nanti kalo sudah ada promo tarik aku tambah bintang,Pengguna Google,1,nujek
moga nujek sukses selalu amanah dunia akhirat aamiin,Mochammad Fadol,5,nujek
terimakasih nujek sangat manfaat,Pengguna Google,5,nujek
joooss mohon baki mapsnya dan tambah nupay bos,Pengguna Google,5,nujek
murah mantap,Rani Karimah,5,nujek
tolong lebih gencar sosialisasi masyarakat trm ksh,Pengguna Google,5,nujek
layan baik,Pengguna Google,5,nujek
purwokerto gencarin marketingnya spanduk brosur iklan tv,Pengguna Google,3,nujek
nanti cobain klw mau pulang kampung hehehehee,Iwan Triyoga,5,nujek
aplikasi sangat bantu custemer,Tri Wibowo,5,nujek
jujur hemat hebat josss,ragil gagah,5,nujek
trimksh nujek moga truslah jdi tolong kmi yg tdak punya kendara,Tris Priyana,5,nujek
baik pakai nujek saya erti pasang profil nujek bagaimana,Riska Yolanda,5,nujek
mohon jangan beda kota kabupaten terima kasih,Amin Ya Allah,5,nujek
ayo warga surabaya sidoarjo download aplikasi nujek buru,Pengguna Google,5,nujek
mohon baik area lain,Pengguna Google,3,nujek
kok sy ngk masuk nih,Pengguna Google,1,nujek
smoga crew nujek paring sehat kabe lancar rezekine nujek makin jaya aamiin,Mbois Garage,5,nujek
tetap terus kembang,Pengguna Google,5,nujek
luar biasa bantu sekali,Tukang Apa bae,5,nujek
situs taiiik masa ngelag trus asuuuu,Memauki Banar,1,nujek
ojek online baik,Pengguna Google,5,nujek
pasti cepat tasik launchin nu jek,Pengguna Google,5,nujek
vagus banget sukses slaly yha buat nujek sangat bantu keren,Pengguna Google,5,nujek
mantap makin jaya nu,Pengguna Google,5,nujek
kelas jakarta selalu ada driver dekat payah polll,moddys,1,nujek
mantabb dg aplikasi nujek karya anak bangsa insyaallah berkah,Pengguna Google,5,nujek
mantap aplikasi santri negri,Pengguna Google,5,nujek
ni cs gilir yg murah pake nujek gilir food lu mesen pake grab muka promo semua lu,Topik Maulana,1,nujek
maaf daerah tasikmalaya kota udh nujek ya,wahyu dwi,4,nujek
nujek kota gorontalo draver nya pil kalo mau antar barang pun pesan draver gorontalo mau order dekat kan anjing tolol fixxx auto hapus woy driver gorontalo anjing nyari duit pilih tai mending gue balik grab aja tai,Lupa Ingat,1,nujek
aplikasi ringan moga nufoodnya jaya,Pengguna Google,5,nujek
anyep jamaah mana ada driver yang promosi,Dhani Yuna,1,nujek
moga nujek bantu untuk jalan usaha,FaBuLlous,4,nujek
mohon wilayah jakarta barat daerah ibu kota lai di banyak driver nya soal nya cuma satu orang driver doang,Pengguna Google,3,nujek
tiga dulu lihat mudah dulu,Yanwar Aidi (Eddy),3,nujek
lambat respon kaya gak niat,yance cop,1,nujek
sya ikut driver nujek smga kdepannya mkin baik fiturnya,Excel Fivers,5,nujek
bagus kalo jasa barazanji tauziah,Pengguna Google,5,nujek
cara daftar nu jek nya gimana,Pengguna Google,1,nujek
mohon peta baik,Gagak Hitam,5,nujek
masukin kode otp gagal terus,Pengguna Google,2,nujek
selamat nujek barokah umat bangsa,Budi Sustriawan (Gus budi/Budisus),5,nujek
bagaimana cara daftar restoran di nujek,DYFRI Al-Fazza,5,nujek
3 dulu ada tanggap,Mas Bagong,3,nujek
aplikasi baik bai warga nu,Pengguna Google,5,nujek
mga taba suksslah aplikasih yg tdk kecewa,Pengguna Google,5,nujek
alhamdulillah sekarang bagus,Dede Solehudin,5,nujek
tolong cilacap nujek aktif lgi donk admin makasih belum,Sutriono Triono,5,nujek
terus karya bravo nu jek,Pengguna Google,5,nujek
d adakan promo,Pengguna Google,5,nujek
perlu baik,Pengguna Google,5,nujek
sms verifikasi masuk,Pengguna Google,1,nujek
alhamdulillah sangat bantu,Mas Ya,4,nujek
murah hemat jangkau,Dendi Rizaldi,5,nujek
di daerah belum bang ojek,Pengguna Google,3,nujek
ini gumana kok gak driver yg mangkal,Abdus Salam,3,nujek
murah bagus,Dedy Rahmadie,5,nujek
moga tambah berkah mandiri nu,Pengguna Google,5,nujek
biar makin tenar kasih bintang 5,Pengguna Google,5,nujek
moga lebih cepat kenal,Pengguna Google,5,nujek
mantap lebih baik nujek,Pengguna Google,5,nujek
moga ekonomi rakyat nu makin solit hal dulu nahdlatut tujjar amiiiin,rief sheilasonic,5,nujek
gimana cara buat daftar nujek food,Ade Sumargo,2,nujek
beda maps kemudi costumer,Ayu Harun,2,nujek
moga tanding 2 ojol yg sekarang di indonesia amin,Pengguna Google,5,nujek
saldo endap apk nujek bs cair mohon solusi terima ksh,Irwan Kostaman,3,nujek
ok maga maki maju app nya,Pengguna Google,5,nujek
bisa antar 2 lokasi sekaligus gak,Pengguna Google,5,nujek
aplikasi yg cukup bagus,M.Supeno ljp16,5,nujek
lebih d tingkat lg,Risdi Yanto,3,nujek
bapak nujeknya ramah sekali terima kasih,Juliani Ponno,5,nujek
bagaimana cara daftar nu-mart,Pengguna Google,5,nujek
murah riah tarif,Minati Minati,5,nujek
cara daftar gimana buat kota bandung ga,Pengguna Google,5,nujek
kalo mau daftarin dagang gimna cara,Dinda Arziah Naulita Windi,4,nujek
makin keren aje,Pengguna Google,5,nujek
makin kesini makin bagus,Pengguna Google,5,nujek
nujek sangat bantu ada ekonomi susah,Orvin Saputra,4,nujek
tingkat lagi,Pengguna Google,5,nujek
maju trus nujek jdi maslahat umat,Pengguna Google,5,nujek
apl sangat bagus,Andi Styawan,5,nujek
mudah n cepat smoga lebih baik lg,deki rachmadi,5,nujek
bagus banyak order,Kong Zikkin,5,nujek
ga di buka kenapa,Mumu Muhiban,1,nujek
kadang lelet ga jelas,Devi Kharisma,1,nujek
daerah banjarbaru ada,Muzammil Ahmad,1,nujek
sangat manfaat terimakasih nahdatul ulama,WAFA FAUZAN,5,nujek
tingkat terus,M Windaryanto,5,nujek
kenapa yahh susah skali m instal,ilham Lantu,5,nujek
kurang driver mobil daerah sini,Pengguna Google,5,nujek
ribet gk pernah dpt driver,winata nya,1,nujek
kasi empat bintang dulu soal baru nyoba,Pengguna Google,4,nujek
saya buat kantor cabang camat muara padang kabupaten banyuasin mohon info syarat,Acep Rahmatulah,5,nujek
bagus sekali sering guna aplikasi ini,Pengguna Google,5,nujek
bagus moga makin maju,Pengguna Google,5,nujek
drivernya kurang banyak,Pengguna Google,4,nujek
lebih murah gaes sini,Celvin Baktiar,5,nujek
jozz dan lbih tingkat,Pengguna Google,5,nujek
smg depan lebih muas lg,Sugeng Prabowo,5,nujek
min klo rekomendasi tenant gabung fee gk ya,zalfa nafani,5,nujek
layan mantap,Pengguna Google,5,nujek
kapan update lagi,Pengguna Google,5,nujek
bintang 3 dulu ya soal nya baru donwlod,Putra Heriyanto,3,nujek
mau tanya palembang sdh belum,Pengguna Google,5,nujek
cara daftar gmna,rahmat mapaliye,1,nujek
moga aplikasi bantu,Taharuddin Taharuddin,4,nujek
saya dapat kemudi terus ya,Syaban Haidar Ali,1,nujek
layan bagus,Pengguna Google,1,nujek
terlalu lot gpsnya,Pengguna Google,1,nujek
danafauzan nujek cirebon danafauzan nujek muncul sama ulas danafauzan guna nujek aplikasi jika danafauzan hapus,Danafauzan Danafauzan,5,nujek
saya sngat puas aplikasi nujek tumpang,Pengguna Google,5,nujek
kalau daerah sukamara kalimantan tengah nggak min,BayuSakti7,3,nujek
rajabasa bandar lampung udah drivernya ya,Pengguna Google,5,nujek
real time,Pengguna Google,2,nujek
smoga bs jadi butuh sama,Agus Prianto,5,nujek
aplikasi nya bagus,arryan setiawan,5,nujek
mksh nujek murah ramah,Suryadi Tenjolayar1234,5,nujek
gimana cerita nya nih masa ada driver lokasi tuju bukit kapur,Zani Saragi,1,nujek
bagus rekomended,Pengguna Google,5,nujek
order ramai banget,Fahmi Dwi putra,5,nujek
luar biasa moga manfaat utk orang,Pengguna Google,5,nujek
murah aman,Farrel Ravi,5,nujek
tidak driver nya,Jamal Kamal Kamal,1,nujek
driver ramah sopan,Pengguna Google,5,nujek
siap bantu ekonomi umat,sarbani ucu,5,nujek
apilikasi babi tai anjing mau daftar aja ngak,Pengguna Google,1,nujek
susah buat login,Pengguna Google,3,nujek
payah gak ad driver surabaya coe,Pengguna Google,1,nujek
layan mantap,Agus Santoso,5,nujek
apa nujek mas masalah kok ngak bisa,Hakim Liputo,3,nujek
bagus enak nyaman,Pengguna Google,5,nujek
moga nu jek cirebon maju teruss,Pengguna Google,5,nujek
terus baik min saya bangga jadi warga nu nu joss,Pengguna Google,5,nujek
sngt bgs sngt baik harga jg murah sngt muas trmksh bnyk diri cipta nujek smga allah sll kati aamiin mujiibassaaailiin,Ety Zahra,5,nujek
mahal sekali aplikasi,Adi Saputra,2,nujek
moga sukses selalu murah amanah,Hasan Elektric,5,nujek
moga makin kembang maju aamiin,nadzir isron,5,nujek
sangat manfaat,Pengguna Google,5,nujek
lumayannn bagusaaa,NISA OKTAPIA,5,nujek
harus lebih semangat nu-jek segera hadir kabupaten gresik jatim,Pengguna Google,5,nujek
app sangat bantu,Heru Effendi,5,nujek
moga nujek jadi nomer satu indonesia amin,febryan aqil,5,nujek
gimana cara daftar resto nujek,naufal yudiansyah,3,nujek
paraaahhhh kurang modal berani bikin usaha,Theresia Winona Tambayon,1,nujek
moga nujek makin kembang,Weldan Setiawan,5,nujek
layan bagus,Sar Moyo,5,nujek
kapan hadir jambi kantor nujek nya,Pengguna Google,5,nujek
sangat bantu usaha online,adam jazzy,5,nujek
aplikasi anjing gak niat gak ada promo mana bisa narik langgan bangsat adminnya gk ada usaha promosi goblok aplikasi sering eror susah order gak mutu cuih,Pengguna Google,1,nujek
mantap memang jujur hemat,Ridwan Cirebon,5,nujek
baru taraf coba sdh,Wahida Nurul,5,nujek
tingkat terus,Pengguna Google,5,nujek
nujek payah baru mu coba tpi driver gk mau jempu,Pengguna Google,1,nujek
baik cepet,Asri Gendis,5,nujek
hayooo semangat promosi,Pengguna Google,5,nujek
admin tanya cara daftar merchant food nujek gimana ya,Echa Ashari,5,nujek
bagaika kirim krensot daftar drive,Subur Sumantri,3,nujek
ini aplikasi punya santri gimna,Pengguna Google,1,nujek
seperti apa sih nujek coba nya dah,Hendri Alkautsar,3,nujek
sangat bantu,Pengguna Google,5,nujek
moga nujek makin kembang d kota2 besar mantapkannujek,Anggi jhon,5,nujek
sulit mau akses,Himatul Istiqomah,1,nujek
mantabbbbb bakal bisa jadi langgan ini,Pengguna Google,5,nujek
baguss semogaa nujek makin kembang,satria kamal,5,nujek
sudah guna kota medan,Ramadhan Akhmad,2,nujek
ini buat lingkup surabaya,Love Beautiful,3,nujek
bintang 4 moga amanah,Irma jaya Interior Exterior,4,nujek
terus luas,Pengguna Google,5,nujek
lebih bagus gojek,Pengguna Google,1,nujek
banyakin driver min biar booming,Pengguna Google,5,nujek
kapan aplikasi baru dari nujek pak,Pengguna Google,5,nujek
mantap tarif murah,Michael Budi,5,nujek
maju aplikasi karya santri semangattttt,Pengguna Google,5,nujek
bagus muas,Anto Kurniawan,5,nujek
sangat manfaat,siti halimah,5,nujek
sangat baik jujur,Minarti N,5,nujek
sangat sangat bantu,Helma Herawati lestari,5,nujek
alhamdulillah barokalloh limpah aamiin,SUPANJI SUKSES,5,nujek
kpan aplikasi baru nujek,Pengguna Google,5,nujek
sangat bantu,Yadi Mulyadi,5,nujek
bgus murah lupa yg,Rochman Sanyoto,5,nujek
bagus aplikasi,Fendi Irwanto,5,nujek
sangat bantu,Mualim Mandala,5,nujek
jujur hemat pool,Ahmad Arobi,5,nujek
moga tambah lancar ekonomi amiin,Pengguna Google,5,nujek
enak pilih driver,Risniputri Hamdani,5,nujek
aplikasi mantap umat,Pengguna Google,5,nujek
aplikasi sngat bantu,Muhamad Saifudin,4,nujek
moga masyarakat cepat tahu nujek guna,Pengguna Google,5,nujek
moga hadir nujek banyuwangi bawa berkah amin,Nanang Wijayanto,5,nujek
tolong prbaikin aplikasi,RCTI Pekanbaru,1,nujek
manfaat nujek-nusantara penuh perlu anda,MALIKI THOHIR,5,nujek
nujek emang praktis apk lai,Wandi Setiawan,5,nujek
sangat bantu,Uwash Mang,5,nujek
download nujek tarif lebih murah ojol,Rizki Alan,5,nujek
apa ada promo diskon gt,Pengguna Google,4,nujek
di tingkatkn lgi,Pengguna Google,1,nujek
aq santri bangga punya aplikasi,Pengguna Google,5,nujek
jujur sopan insyaallah org2 amanah semua barokallah,Alief Muniroh,5,nujek
asli karya anak bangsa nusantara ojek nujek jujurhemat tetap tumbuh kembang,Muhammad Takbir,5,nujek
ini aplikasi bikin bingung,Jenny “Jenny Cahyati” Cahyati,5,nujek
mantap smoga sukses balik papan,Bdpluspriyo Koco,5,nujek
moga makin kembang barokallaah,Haryo Sasongko,5,nujek
sangat mem bantu,Pengguna Google,5,nujek
layananya nyaman,Pengguna Google,5,nujek
moga nujek makin kembang,Ajay Marhaenisme,5,nujek
nu jek selalu hati bravo,Cireng Mbulet,5,nujek
baik aplikasi,Pengguna Google,5,nujek
sangat bantu,Jajat Sudrajat,5,nujek
mantap josssss aplikasi a,Pengguna Google,5,nujek
mas mau tanya kalo bayar tunai ngga,Ginanjar Dwi Saputra Ginanjar Dwi Saputra,5,nujek
moga lebih maju depan,imam kudori,5,nujek
bagus pelanyananya makas nujek,Wisty Botutihe,4,nujek
aplikasi manfaat,Nara Idwan Gunawan,5,nujek
anehh ga masuk,Erwin Pakaya,1,nujek
moga cepat kembang,Pengguna Google,4,nujek
moga berkah santri,Hitler,5,nujek
mantaf lah murah bet,Ali Mubarok,5,nujek
alhamdulillah mantap amanah,Rizqi Maulana,5,nujek
