userName,content,score,at,app_name
Pengguna Google,sangt memuaskan,5,2025-01-15 23:34:10,grab
Pengguna Google,bagusss,5,2025-01-15 23:15:49,grab
Pengguna Google,Oke,4,2025-01-15 23:02:57,grab
Pengguna Google,murah meriah euuuuuuuy,5,2025-01-15 22:55:24,grab
Pengguna Google,Mantab..Gercep,5,2025-01-15 22:43:40,grab
Pengguna Google,gacorrr,5,2025-01-15 22:41:22,grab
Pengguna Google,Susah nyari driver kalo subuh,3,2025-01-15 22:23:36,grab
Pengguna Google,oke,5,2025-01-15 21:52:40,grab
Pengguna Google,"Saya sudah 5tahun pakai grab, tapi kadang kendala nya di map, jadi sering tidak sesuai titik jemput",4,2025-01-15 21:15:48,grab
Pengguna Google,baik,5,2025-01-15 20:19:21,grab
Pengguna Google,Mohon perbaiki min layanan nya. saudara pilih grab car plus blue bird Mulu. Orang mau mobil biasa. Kerja sama boleh tapi sesuai jenis pilihan layanan customer yg inginkan.,2,2025-01-15 20:17:42,grab
Pengguna Google,mantappp,5,2025-01-15 19:37:06,grab
Pengguna Google,Pelayanan bagus,5,2025-01-15 19:17:53,grab
Pengguna Google,baik,5,2025-01-15 19:16:08,grab
Pengguna Google,"ini kenapa gabisa order di daerah selain yg tertera diaplikasi ya, pdhl di tengah kota tp saat nyari lokasi penjemputan masa gabisa",1,2025-01-15 19:09:35,grab
Pengguna Google,mantap...,5,2025-01-15 18:56:26,grab
Pengguna Google,ok banget,5,2025-01-15 18:23:22,grab
Pengguna Google,Gajelas bgt masa akun saya ke blokir?!,3,2025-01-15 18:15:53,grab
Pengguna Google,Bsgus,5,2025-01-15 18:03:54,grab
Pengguna Google,fasilitas+ layanan ok,5,2025-01-15 18:00:17,grab
Pengguna Google,ok,5,2025-01-15 17:47:57,grab
Pengguna Google,Sediakan pembayaran lewat dana,1,2025-01-15 17:12:03,grab
Pengguna Google,sopan,5,2025-01-15 17:03:07,grab
Pengguna Google,Kak coba masukkan metode pembayaran lewat dana kak,5,2025-01-15 16:56:59,grab
Pengguna Google,Puas,5,2025-01-15 16:42:46,grab
Pengguna Google,mao narik mamah,5,2025-01-15 16:28:57,grab
Pengguna Google,mantap,5,2025-01-15 16:11:02,grab
Pengguna Google,Jangan ada perbaruan terus,4,2025-01-15 15:52:38,grab
Pengguna Google,"sangat membantu,tp peta mAp nya gk akurat sering ngawur kl pesan grab food.kasian driver nya muter2 jalan nya.perbaiki dong sistem nya",5,2025-01-15 15:38:59,grab
Pengguna Google,puas,5,2025-01-15 15:34:12,grab
Pengguna Google,Ok,4,2025-01-15 15:34:08,grab
Pengguna Google,Ok,5,2025-01-15 15:24:57,grab
Pengguna Google,Lemot bgt lama2 bikin emosi,1,2025-01-15 15:20:45,grab
Pengguna Google,Service excellent...,5,2025-01-15 15:15:23,grab
Pengguna Google,baik sekali,5,2025-01-15 15:09:29,grab
Pengguna Google,Bagus👍👍,5,2025-01-15 14:59:04,grab
Pengguna Google,mantap lancar,5,2025-01-15 14:52:08,grab
Pengguna Google,Good.....,5,2025-01-15 14:36:11,grab
Pengguna Google,terbaik,4,2025-01-15 14:34:26,grab
Pengguna Google,maaanntaaaapppp pokok nya the best pelayanan nya sat set sat set langsung cuuusssss nyampe di rumah.,5,2025-01-15 13:58:15,grab
Pengguna Google,mantap,5,2025-01-15 13:57:40,grab
Pengguna Google,mantap,5,2025-01-15 13:56:16,grab
Pengguna Google,Bapak Grabnya Respon Cepat👍,5,2025-01-15 13:37:34,grab
Pengguna Google,keren banget,5,2025-01-15 13:33:13,grab
Pengguna Google,Indonesia Apa semalam dapat pinjaman dari bank di Jakarta pada tang potong leher jika,5,2025-01-15 13:32:40,grab
Pengguna Google,Bagus,5,2025-01-15 13:26:44,grab
Pengguna Google,mantapp,5,2025-01-15 13:23:16,grab
Pengguna Google,sangat puas pelayanan nyA,5,2025-01-15 13:13:05,grab
Pengguna Google,sangat memuaskan,5,2025-01-15 13:11:20,grab
Pengguna Google,Luar Bioskop 🥰😍,1,2025-01-15 13:11:00,grab
Pengguna Google,sangat membantu. bermanfaat,5,2025-01-15 13:03:08,grab
Pengguna Google,"Jangan dipersulit orang mau bayar tunai dipaksa pakai QR, tidak semua orang sehat! kalo yang mesan orang sakit gimana pintar? Masa harus isi ovo dlu baru bisa mesan makanan atau minuman? Pintar nya kelewatan managemen grab ini!!!!",1,2025-01-15 13:01:08,grab
Pengguna Google,ok,5,2025-01-15 12:31:44,grab
Pengguna Google,baik sangat membatu,5,2025-01-15 12:22:58,grab
Pengguna Google,suka banget pakai aplikasi ini karena sering sesuai,5,2025-01-15 12:21:49,grab
Pengguna Google,"KESEL BGT JIR!!! kmrn pas pesen grab motor, ada tulisan drivernya pake vario tp ternyata yg dateng malah mio amjincccccc, MALU BGT GUA DIBONCENGIN PAKE MOTOR KECIL KAKI GUA KEMENG BGT PAS NYAMPE SEKOLAH ASTAGA. bukan sekali aj gua dapet gini, dulu waktu gua pulang sekolah malem jg dapet driver yg gapake atribut dan ALHASIL ORTU DAN TETANGGA GUA NGIRA YANG NGGA NGGA. lain kali yg bnr dong aelah, semenjak itu gua udah gaperna pesen grabmotor lagi (pesen cm buat grabfood aja)",1,2025-01-15 12:12:38,grab
Pengguna Google,"MAKIN KESINI MAKIN PARAH NYEKEK DAN NYIKSA PARA MITRA GRAB DRIVER, BUAT PARA PELANGGAN GRAB KALO ORDERAN KALIAN LAMA JANGAN SALAHKAN KAMI PARA DRIVER KARNA CUMA DAPET ONGKOS 5-6RB, SOALNYA SISANYA DI KORUPSI GRAB MAKANYA SEKARANG DI APPLIKASI DRIVER GADA RINCIAN PEMBAYARAN DAN KOMISI KARNA GRAB KORUPSINYA SANGAT BESAR, SEKALIAN MAU TANYA BANG ABANG BISA GA DI BAWA KE JALUR HUKUM KARNA KORUPSI ATAU ADA KOMUNITAS YANG MAU DEMO BAKAR KANTOR GRAB DI INDONESIA?",1,2025-01-15 12:01:24,grab
Pengguna Google,sangat membantu,5,2025-01-15 11:50:55,grab
Pengguna Google,ok siap makasih,5,2025-01-15 11:46:05,grab
Pengguna Google,Klo pesen grabfood suka doble order 1 driver kan kita mau req g bisa 😭😭,5,2025-01-15 11:43:08,grab
Pengguna Google,ok,5,2025-01-15 11:41:39,grab
Pengguna Google,ok,5,2025-01-15 11:38:16,grab
Pengguna Google,Di adakan dong grab transit buat tiket krl sperti toko sebelah.biar konsumen nyaman.,5,2025-01-15 11:37:13,grab
Pengguna Google,"sangat membantu,terpercaya.",5,2025-01-15 11:07:07,grab
Pengguna Google,Sangat Baik,5,2025-01-15 11:00:23,grab
Pengguna Google,Keren,4,2025-01-15 10:50:40,grab
Pengguna Google,pelayanan ramah,5,2025-01-15 10:42:08,grab
Pengguna Google,memuaskan,5,2025-01-15 10:41:20,grab
Pengguna Google,"Ayo kawan"" kita semua Pindak aplikasi ke GOJEG",3,2025-01-15 10:37:48,grab
Pengguna Google,"mudah, murah, aman.",5,2025-01-15 10:27:56,grab
Pengguna Google,baik,5,2025-01-15 10:08:10,grab
Pengguna Google,Bagus,5,2025-01-15 10:07:50,grab
Pengguna Google,"Susah cari driver,,, driver sekarang perjalanan nya lambat,,,,jarak dekat aj butuh waktu 1 jam lebih....",1,2025-01-15 10:06:43,grab
Pengguna Google,Saya mau instal grab tapi kok gac bisa,1,2025-01-15 10:04:55,grab
Pengguna Google,sangat bagus,5,2025-01-15 09:49:33,grab
Pengguna Google,membantu,5,2025-01-15 09:48:22,grab
Pengguna Google,Bagus,5,2025-01-15 09:48:15,grab
Pengguna Google,"Ada bug ketika memesan makanan,makanan tidak terpesan dan setelah di coba lagi masih tidak bisa",1,2025-01-15 09:46:49,grab
Pengguna Google,ramah dan baik BP grab nya dan sangat hati² bawa penumpang,5,2025-01-15 09:45:23,grab
Pengguna Google,mantap,5,2025-01-15 09:40:09,grab
Pengguna Google,👏,5,2025-01-15 09:34:16,grab
Pengguna Google,mantap,5,2025-01-15 09:27:56,grab
Pengguna Google,👍👍👍👍,5,2025-01-15 09:26:47,grab
Pengguna Google,Ribet,1,2025-01-15 09:22:17,grab
Pengguna Google,Mantap,5,2025-01-15 09:19:50,grab
Pengguna Google,Bagus sekali,5,2025-01-15 09:04:18,grab
Pengguna Google,⭐⭐⭐⭐⭐⭐⭐,5,2025-01-15 08:38:39,grab
Pengguna Google,driver ny baik,5,2025-01-15 08:29:57,grab
Pengguna Google,membantu,5,2025-01-15 08:26:24,grab
Pengguna Google,kurir baik sekali fast respons,4,2025-01-15 08:21:55,grab
Pengguna Google,membantu,5,2025-01-15 08:19:13,grab
Pengguna Google,Tidak bisa verifikasi,1,2025-01-15 08:16:50,grab
Pengguna Google,Pertahankan layanan yg sudah baik,5,2025-01-15 07:57:58,grab
Pengguna Google,apk nya bagus cuma driver ngga jelas Apa lagi di daerah cianjur 🙄,1,2025-01-15 07:54:47,grab
Pengguna Google,"Tolang para pelanggan terrsayang mohon diperhatikanlah si Abang drivernya,. Iya dah pake banyak diskon dari grab masa ngasih parkir 2rb aja sepele bnget yaampun",5,2025-01-15 07:46:06,grab
Pengguna Google,ok,5,2025-01-15 07:42:59,grab
Pengguna Google,okbaik,5,2025-01-15 07:42:48,grab
Pengguna Google,sangat baik dan ramah,5,2025-01-15 07:31:56,grab
Pengguna Google,Sangat tidak direkomendasikan memakai aplikasi ini ketika ada masalah grab tidak menyelesaikan nya mereka mau menyelesaikan kalo sudah mau di viralkan,1,2025-01-15 07:15:47,grab
Pengguna Google,banyak promonya. suka suka suka,5,2025-01-15 07:13:49,grab
Pengguna Google,bagus,5,2025-01-15 06:57:15,grab
Pengguna Google,Aneh masa di hpku ga kompatibel pdhl android terbaru,1,2025-01-15 06:56:36,grab
Pengguna Google,"Tolong diperbaiki lagi dong. Selalu dapat driver yang posisinya jauh"" Padahal banyak driver disekitar. Selain Makan waktu,si driver sering gamau cancel, chat ga dibales tlp jg g angkat. Sengaja bngt biar penumpang yg cancel. Ujung""nya penumpang yg kena punishment seharian gabisa order. Case yg lain, driver mau jemput tapi sepanjang jalan ngomel"" Nyalahin customer, ngeluh"" Macetlah jauh lagi Argo kecil lah. Ya meneketehe☺. Tolong lah diperbaiki lagi, sering banget kaya gini. Bzzzzzz",1,2025-01-15 06:51:55,grab
Pengguna Google,Mantap,5,2025-01-15 06:37:00,grab
Pengguna Google,drivernya ramah,4,2025-01-15 06:24:08,grab
Pengguna Google,Nice try,5,2025-01-15 06:19:47,grab
Pengguna Google,Thank perjalanan jadi nyaman dan enak,5,2025-01-15 06:18:28,grab
Pengguna Google,baik,5,2025-01-15 06:07:11,grab
Pengguna Google,mantap pelayanan,5,2025-01-15 05:54:25,grab
Pengguna Google,puas,5,2025-01-15 05:53:41,grab
Pengguna Google,Oke,5,2025-01-15 05:49:03,grab
Pengguna Google,ramah,5,2025-01-15 05:29:45,grab
Pengguna Google,"berat aplikasinya, juara penyedot kuota",1,2025-01-15 05:19:30,grab
Pengguna Google,Udah sebulan lebih pesanan saya di batalkan bayar pake debit sampe sekarang dana belum kembali jadi males gak kayak shope refund nya lama sama aja kek penipuan gaada informasi juga tentang dana yang sudah di potong otomatis,1,2025-01-15 05:13:49,grab
Pengguna Google,sangat ramah,5,2025-01-15 05:01:30,grab
Pengguna Google,Gak ada promo di tahun 2025 masih enak di tahun 2024 banyak promonya 😓,1,2025-01-15 04:51:03,grab
Pengguna Google,setiap buka aplikasi grab selalu loading lama,3,2025-01-15 04:49:51,grab
Pengguna Google,baguss,5,2025-01-15 04:44:25,grab
Pengguna Google,Sudah 2 kali paket tidak smpai dan driver menghilang. Di komplain ke grab nya banyak cingcong gk profesional sma skali.,1,2025-01-15 04:17:06,grab
Pengguna Google,sipppp sangat membantu,5,2025-01-15 04:07:08,grab
Pengguna Google,👍,5,2025-01-15 03:37:48,grab
Pengguna Google,mantap. banyak diskon buat grabfoodnya.,5,2025-01-15 03:34:32,grab
Pengguna Google,saya ingin mendownload aplikasi grad tapi tidak bisa,5,2025-01-15 03:21:44,grab
Pengguna Google,"keren , murah ,mantap",5,2025-01-15 03:13:38,grab
Pengguna Google,mantap aman terkendali,5,2025-01-15 03:11:34,grab
Pengguna Google,mantabbbb okeee,5,2025-01-15 03:09:10,grab
Pengguna Google,terimakasih untuk grab,5,2025-01-15 03:05:20,grab
Pengguna Google,Good Good app,5,2025-01-15 02:59:03,grab
Pengguna Google,Apk Sangat membantu perekonomian,5,2025-01-15 02:52:59,grab
Pengguna Google,good,5,2025-01-15 02:48:14,grab
Pengguna Google,"Aplikasi pelayanan,disuruh kita Selfi. Entah untuk apa. Parah lah. Platform yang tidak percaya sama pelanggan",1,2025-01-15 02:46:31,grab
Pengguna Google,oke lah,5,2025-01-15 02:44:23,grab
Pengguna Google,bagus pelayanannya,5,2025-01-15 02:26:02,grab
Pengguna Google,mantap,5,2025-01-15 02:14:11,grab
Pengguna Google,Bagus banget sangat suka,5,2025-01-15 02:02:59,grab
Pengguna Google,good job,5,2025-01-15 01:57:40,grab
Pengguna Google,"Alhamdulillah nyampai dengan selamat dan lancar,Abang Grabnya baik,ramah banget. Terimakasih buat Abang Grab semoga banyak pelangganya dan lancar rezekinya,, Aamiin 🤲🤲🤲",5,2025-01-15 01:55:52,grab
Pengguna Google,makin bagus aplikasinya dan makin murah tarifnya.,5,2025-01-15 01:53:40,grab
Pengguna Google,cepat dan aman 👍👍👍,5,2025-01-15 01:49:18,grab
Pengguna Google,sangat bermanfaat untuk transportasi alternatif,5,2025-01-15 01:48:44,grab
Pengguna Google,membantu sangat,5,2025-01-15 01:34:27,grab
Pengguna Google,"Darri dulu aku pelnggan setia grab.. udh tahunan. Tapi kenapa sih akhir akhir ini grab sllu ngasih driver jauh jauh trs pdhal yg dkt banyak tapi yg nyangkut ny sangat jauh banget. Kan nyebelin parah. Klo lagi ujan sih oke lah, di maklum. ini hari cerah pun gitu trs. Tolong diperbaiki lagi layanannya dong biar konsumen g kecewa. Mkasih",1,2025-01-15 01:34:25,grab
Pengguna Google,Nice,5,2025-01-15 01:33:09,grab
Pengguna Google,membantu,5,2025-01-15 01:19:19,grab
Pengguna Google,membantu perjalanan,5,2025-01-15 01:10:59,grab
Pengguna Google,Maps tolong lebih akurat,5,2025-01-15 00:50:40,grab
Pengguna Google,Kesel banget. Pilih pengiriman yg bayar mahal malah pengantaran 1.5 jam. Kata driver dpt 2 orderan. G papa sih double order kalo mmg tarif murah. Lah ini tarif premium pun Kena double jg.,1,2025-01-15 00:21:45,grab
Pengguna Google,Di mudahkan dalam bepergian sama keluarga,5,2025-01-15 00:18:45,grab
Pengguna Google,keren,5,2025-01-15 00:17:57,grab
Pengguna Google,4 dulu.. klo nnti memuaskan ditambah bintangnya,4,2025-01-15 00:13:06,grab
Pengguna Google,MAkin buruk,1,2025-01-15 00:07:25,grab
Pengguna Google,bgus baget,5,2025-01-15 00:07:08,grab
Pengguna Google,Lebih mudah dan effisien,5,2025-01-14 23:57:57,grab
Pengguna Google,pelayanannya cepat dan baik.,5,2025-01-14 23:48:12,grab
Pengguna Google,di Karawang tarifnya perlahan lahan naik.,5,2025-01-14 23:34:14,grab
Pengguna Google,grab mantap,5,2025-01-14 23:31:14,grab
Pengguna Google,Musik nya mengganggu dan jelek,1,2025-01-14 23:22:55,grab
Pengguna Google,top,5,2025-01-14 22:37:32,grab
Pengguna Google,maturnuwun pak,5,2025-01-14 22:28:23,grab
Pengguna Google,Iklan trus muncul d hape aq... Memusingkan mengganggu bngt,1,2025-01-14 21:51:03,grab
Pengguna Google,Good,5,2025-01-14 17:47:23,grab
Pengguna Google,Bagus,5,2025-01-14 17:25:10,grab
Pengguna Google,ok,5,2025-01-14 16:48:44,grab
Pengguna Google,Sangat bagus aplikasi nya,5,2025-01-14 16:15:40,grab
Pengguna Google,👍,5,2025-01-14 16:13:50,grab
Pengguna Google,Ok,5,2025-01-14 15:33:01,grab
Pengguna Google,ok,5,2025-01-14 15:31:14,grab
Pengguna Google,Aplikasi Penyiksa Drivernya sendiri,1,2025-01-14 15:27:01,grab
Pengguna Google,oke,5,2025-01-14 15:25:22,grab
Pengguna Google,sopirnya ramah & baik....,5,2025-01-14 15:16:00,grab
Pengguna Google,bagus👍🏻,5,2025-01-14 15:12:34,grab
Pengguna Google,cepat pengiriman nya,5,2025-01-14 14:59:45,grab
Pengguna Google,Godd,5,2025-01-14 14:42:50,grab
Pengguna Google,diskonnya kurang,4,2025-01-14 14:42:09,grab
Pengguna Google,Ruwet,1,2025-01-14 14:30:52,grab
Pengguna Google,Ok,5,2025-01-14 14:22:12,grab
Pengguna Google,perbanyak voucher gratis & promo Lancar jaya grab🙏👍👍,5,2025-01-14 14:21:37,grab
Pengguna Google,ya minimal mah kalo pemesanan belum ada 7 menit masi bisa cancel,1,2025-01-14 14:20:31,grab
Pengguna Google,"Skrg vocernya gaada,ga kaya dulu tiaphari sesalu ada vocer diskonnya",1,2025-01-14 14:18:04,grab
Pengguna Google,"Kenapa aplikasi ini kq g nempel d layar hp saya ya ? Padahal sdh d instal , mohon infox",5,2025-01-14 13:48:41,grab
Pengguna Google,"Tolong dong di percepat, apa memang pembayaran tunai lebih lambat di antar ketimbang pembayaran qris, sudah 2 jam menunggu keterangan hanya ( KAMI SUDAH MENERIMA PESANAN MU) Sampai resto tutup makanan tidak kunjung datang",1,2025-01-14 13:42:22,grab
Pengguna Google,sopirnya sopan.,5,2025-01-14 13:41:16,grab
Pengguna Google,Aplikasi ini bagus,4,2025-01-14 13:35:53,grab
Pengguna Google,sangat membantu,5,2025-01-14 13:21:48,grab
Pengguna Google,bagus,5,2025-01-14 13:20:49,grab
Pengguna Google,pelayanan baik,5,2025-01-14 13:05:43,grab
Pengguna Google,baik,5,2025-01-14 12:55:20,grab
Pengguna Google,mantap,5,2025-01-14 12:52:19,grab
Pengguna Google,👍👍👍👍👍👍👍👍👍👍,5,2025-01-14 12:48:54,grab
Pengguna Google,ok 👍,5,2025-01-14 12:47:55,grab
Pengguna Google,Perjalanan sangat baik,5,2025-01-14 12:39:17,grab
Pengguna Google,"Layanan jasa pengiriman yg oke punya tuh,terpercaya gak cuma diantar tapi juga bisa sharing beri nilai kerja",5,2025-01-14 12:38:28,grab
Pengguna Google,bagus,5,2025-01-14 12:33:19,grab
Pengguna Google,"Aplikasi nya berat banget woi, hp lemot bener klo buka aplikasi grab, yg lain aman saja, buka shopp*** aja lancar",2,2025-01-14 12:32:07,grab
Pengguna Google,good,5,2025-01-14 12:26:41,grab
Pengguna Google,"Plis dah pikirin nasib driver nya,aplikator gada otak pelanggan ngasih ongkir 15k kalau food eh ke driver masuk nya 5k,coba driver yang cape panas ujan eh dapetnya goceng kan anjjj",1,2025-01-14 12:22:03,grab
Pengguna Google,pengemudinga cepat sampai dan paham rute serta pelayanan bagus. malah mengembalikan 1 rb dr 10 rb. mantap,5,2025-01-14 12:20:21,grab
Pengguna Google,"Order grab car plus dapat y taxi blue bird? Mksd y apa ? Grab kerja sama dengan Blue bird? Customer berhak memilih dan boleh memilih mobil atau layanan yg ingin di pakai, bukan di monopoli sistem ya 4x pesan grab plus datang blue bird?Lupa dlu grab pernah punya masalah krn memonopoli sistem?Mau di tuntut lagi kah? Yg jelas dong beri pelayanan yg bagus kami Customer punya hak memilih jgn di curagin lama"" mending pindah ke gojek atau lainnya klo mengecewakan ,dan voucher dr kantor grab bkn taksi",1,2025-01-14 12:14:39,grab
Pengguna Google,"Saya akui aplikasi ini membantu dalam transportasi dll, cuman 1 pertanyaan saya, kenapa yah setiap saya ingin mengganti nama gabisa dipencet atau harus update aplikasi ovo dulu? Padahal saya hanya mengganti nama saja, belum lagi saat saya pilih tidak update ovo malah error, ngotak dikit lah kalo sistem ganti nama tuh, gausah terlalu ribet & nyusahin bisa ga sih? Belum lagi saya pesen makanan harga 30 ribu keatas pakai promo ga kerja mulu, padahal disitu tertulis untuk belanja min 30 ribu",1,2025-01-14 12:14:18,grab
Pengguna Google,"Ga jelas, promo grabfood yg 55% kadang ngaco",1,2025-01-14 12:12:48,grab
Pengguna Google,K O N T O L,1,2025-01-14 12:11:42,grab
Pengguna Google,the best,5,2025-01-14 12:05:34,grab
Pengguna Google,ga bisa pesen makanan,1,2025-01-14 12:05:28,grab
Pengguna Google,Pelayanan busuk semenjak ada dobel order oleh pengemudi - makanan sampe k konsumen dingi dan brantakan karena driver terburu2.. -.bikin celaka orang di jalanan kerana terburu2 dg dobel order - driver seenaknya jawab k konsumen... payah GRAB,1,2025-01-14 11:55:42,grab
Pengguna Google,"Aplikasi digunakan untuk tindak kriminal penipuan order piktif, tindak lanjut dari kalian management Grab bagaimana? Jadi ragu menggunakan aplikasi ini, semakin kesini makin banyak orderan piktif yang menimpa customer maupun driver.",1,2025-01-14 11:54:58,grab
Pengguna Google,mas promo nya bisa diilangkan yah,2,2025-01-14 11:53:24,grab
Pengguna Google,maksih,5,2025-01-14 11:43:37,grab
Pengguna Google,"ramah bwa motor nya tdk ugal"" an",5,2025-01-14 11:38:40,grab
Pengguna Google,tolong buatin sistem pembayaran cod plss,5,2025-01-14 11:15:16,grab
Pengguna Google,biar bintang yg berbicara,5,2025-01-14 10:55:58,grab
Pengguna Google,Aplikasinya membantu,5,2025-01-14 10:51:24,grab
Pengguna Google,Bagus,5,2025-01-14 10:51:23,grab
Pengguna Google,"buruk, saya tidak terima dengan apk ini. saya memiliki nomor yang baru pertama kali login tapi malah ga bisa pesan apapun, benar' APAPUN. kalian yang bener aja. mana ga bisa hubungin staffnya, malah pake bot, GAK MEMBANTU. disuruh hapus salah satu nomor, udah dihapus malah tetap SAMA SAJA. buruk, tidak seperti apk sebelah, padahal saya rela pindah dari apk sebelah kesini, tapi ternyata lebih buruk",1,2025-01-14 10:38:51,grab
Pengguna Google,"Baik,cara berkendara nyaman",5,2025-01-14 10:35:48,grab
Pengguna Google,👍👍👍👍👍,5,2025-01-14 10:35:22,grab
Pengguna Google,Terlalu lama dalam hal pengiriman padahal seharusnya 15 menitan sdh di dapur tapi malahan 30 menit lebih dikarenakan memakai opsi pengantaran hemat,1,2025-01-14 10:28:36,grab
Pengguna Google,Banyak Promo Cuyy,5,2025-01-14 10:20:45,grab
Pengguna Google,cepet Nn,5,2025-01-14 10:20:14,grab
Pengguna Google,aman sampai tujuan,5,2025-01-14 10:19:28,grab
Pengguna Google,Bagus,5,2025-01-14 10:07:42,grab
Pengguna Google,sangat membantu harga terjangkau,5,2025-01-14 10:05:28,grab
Pengguna Google,nyaman,5,2025-01-14 10:05:12,grab
Pengguna Google,great job👍⭐⭐⭐⭐⭐,5,2025-01-14 10:03:22,grab
Pengguna Google,makasih,5,2025-01-14 10:01:56,grab
Pengguna Google,mantap,5,2025-01-14 09:56:58,grab
Pengguna Google,"Lelet banget,malas pake grab padahal dulu pake aplikasi ini terus, sekarang maaf saya beralih ke gojekkkkk",1,2025-01-14 09:51:21,grab
Pengguna Google,sehat selalu buat mas supir nya yg baik,5,2025-01-14 09:48:58,grab
Pengguna Google,baguss,5,2025-01-14 09:42:03,grab
Pengguna Google,👍👌👌,5,2025-01-14 09:38:20,grab
Pengguna Google,Toubs,5,2025-01-14 09:34:45,grab
Pengguna Google,Tolong d perbarui maps nya..,3,2025-01-14 09:30:32,grab
Pengguna Google,good,5,2025-01-14 09:26:53,grab
Pengguna Google,Bagus,5,2025-01-14 09:10:08,grab
Pengguna Google,bagussss,5,2025-01-14 08:56:53,grab
Pengguna Google,fleksibel,5,2025-01-14 08:55:25,grab
Pengguna Google,Quick Respond,5,2025-01-14 08:52:20,grab
Pengguna Google,Mantap pengemudi sangat ramah,5,2025-01-14 08:46:51,grab
Pengguna Google,"tolong tegur customer service area batam,, kalo melayani itu ngomong nya bagus² ,,baik² ,, ini ngomong kaya orang mau ngajak ribut.. ditanya namanya gk mau ngasih tau.. grab batam pokonya.. kantor di belakang mall botania 2",1,2025-01-14 08:34:33,grab
Pengguna Google,oke like,5,2025-01-14 08:20:39,grab
Pengguna Google,ok,5,2025-01-14 08:16:57,grab
Pengguna Google,"Ga membantu sama sekali, pake AI semua mau mengadu juga pakai AI balasnya, ga bisa ngatasi masalah",1,2025-01-14 08:12:58,grab
Suhendra Hendra,"Mudah,cepat dan terpercaya",5,2025-01-14 08:07:07,grab
Rian Tiger,kadang dpt driver yg agk jauh jd nya wktu yg dkejar jd trsendat,4,2025-01-14 07:58:35,grab
Nuraini Siregar,pekerja ny kurang bertanggung jwb,1,2025-01-14 07:57:11,grab
Herman Susilo,mantap,5,2025-01-14 07:40:59,grab
Deni Kurniawan,supir nya ramah dan baik,5,2025-01-14 07:29:45,grab
Samsul Hadi,oke banget,5,2025-01-14 07:22:50,grab
KWINTYN,membantu,5,2025-01-14 07:17:08,grab
Fadil Wirawan,vouchernya hilang padahal di deskripsi nya sudah sesuai jam,1,2025-01-14 07:16:57,grab
eric sen,aplikasi membantu,5,2025-01-14 07:09:34,grab
Kevin Ganz33,"Mantep, aplikasinya berguna ketika ingin antarkan kita saat rumah kita jauh, gak ada motor, dan sebagainya, aku akan kasih bintang 5",5,2025-01-14 07:02:51,grab
Diana Putri,membantu,5,2025-01-14 07:02:04,grab
Sammy Masbegk,ok,5,2025-01-14 06:56:37,grab
E m,terima kasih banyak,5,2025-01-14 06:45:18,grab
DN Chanel,ramah,5,2025-01-14 06:42:50,grab
Abdul Manan,Yang terbaik,5,2025-01-14 06:42:48,grab
Jay Sugihwaras,bagus,5,2025-01-14 06:42:15,grab
azhacntq fanezazhaa,very nice,5,2025-01-14 06:25:36,grab
nanang syaifuddin,ok,5,2025-01-14 06:02:32,grab
arya Soma,mks grab sangat membatu saya,5,2025-01-14 05:56:42,grab
Mia Diva,semuanya Ok setiap x ak menggunakan jasa Grab,5,2025-01-14 05:50:09,grab
Zulfa Khumaira,sangat membantu. telalu lama nunggu angkot akhirnya nge grab,5,2025-01-14 05:32:33,grab
Deni Supardi,"baik, ramah & nyaman",5,2025-01-14 05:26:33,grab
Taryono Yono,Bagus,4,2025-01-14 05:26:03,grab
Priyat No,bgus,5,2025-01-14 05:23:15,grab
Ulfah Aisyiah,Tolong dong ko dapettt pengemudi untuk grabfood lama banget dapat nyaaa mau 1 jaman tolong donggg ko lelet bnget,2,2025-01-14 05:11:59,grab
Tony Rudy Retan,mantap 👍👍👍👍,5,2025-01-14 05:05:30,grab
Indra Kasumah,mantap...,5,2025-01-14 05:03:03,grab
Yadmaidar nst,Drivernya ramah dan enak diajak ngobrol,5,2025-01-14 05:02:16,grab
Oktavya,"Maaf turun bintang, sulit sekali pesan delivery menghambat waktu kerja.",2,2025-01-14 05:00:38,grab
Global F1,the best,5,2025-01-14 04:58:52,grab
Yusuf Sahran,mantap,5,2025-01-14 04:52:29,grab
Sri Rahayu,"Alhamdulillah saya mendapatkan pelayanan grab yg ramah tamah, terima kasih banyak ya grab ***** ijin bertanya : Untuk mendapatkan grab Hemat, caranya bagaimana ya"" karena saya sering menggunakan Pelayanan Grab baik mobil atau motor , terima kasih dan maaf bila pertanyaan kurang berkenan "" terima kasih",5,2025-01-14 04:45:11,grab
Eva Anindra Herjanti,pelayanan bagus,5,2025-01-14 04:39:59,grab
Ilham Kurniawan,memepermudh segala aktivitas tanpa hambatan....,5,2025-01-14 04:36:34,grab
Edi Widood,respon cepat,5,2025-01-14 04:36:18,grab
deri 99,bagus,5,2025-01-14 04:27:15,grab
Faza Humaira,ramah,5,2025-01-14 04:26:17,grab
Tintin,Tampilan GrabFood ribet banget!!! Ga simple kayak dulu,2,2025-01-14 04:14:27,grab
April Rizal,Aplikasi gajelas pembayaran tunai gabisa tolol,1,2025-01-14 04:12:44,grab
Hrd Din,cukup baik,5,2025-01-14 04:02:44,grab
